type,name,steam_appid,required_age,package_groups,platforms,categories,genres,release_date,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,achievements,discount,price,developer,publisher
game,Craftlands Workshoppe,1197820,0,"[{'name': 'default', 'title': 'Buy Craftlands Workshoppe', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412840, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Craftlands Workshoppe - 16,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1699}]}]",windows,Single-player,Adventure;Indie;Simulation;Early Access,2020-10-13,2,6,Mostly Positive,35,10,45,0,0,16.99,Arvydas Žemaitis,Excalibur Games;Doyoyo Games
game,The incredible friends,1197840,0,"[{'name': 'default', 'title': 'Buy The incredible friends', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412847, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The incredible friends - 1,59€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 159}]}]",windows,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Remote Play Together,Action;Adventure;Indie,2019-12-04,1,0,1 user reviews,0,1,1,7,0,1.59,Sun & Eyes,Astero
game,TAL: Wizard's Adventures,1197010,0,"[{'name': 'default', 'title': ""Buy TAL: Wizard's Adventures"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412539, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""TAL: Wizard's Adventures - 1,59€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 159}]}]",windows,Single-player;Steam Achievements,Adventure;Casual;Indie,2019-12-11,5,0,5 user reviews,4,1,5,10,0,1.59,Snkl Studio,Snkl Studio
game,Tale of the Gallant Jiraiya,1197020,0,"[{'name': 'default', 'title': 'Buy Tale of the Gallant Jiraiya', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412548, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""BRG's Tale of The Gallant Jiraiya - 8,99€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 899}]}]",windows,Single-player;Steam Achievements;Captions available;Partial Controller Support,Action;Adventure;Casual;Indie,2019-12-26,1,0,1 user reviews,1,0,1,5,0,8.99,Brave Rock Games,Brave Rock Games
game,Mystic Pillars: A Story-Based Puzzle Game,1197030,0,"[{'name': 'default', 'title': 'Buy Mystic Pillars: A Story-Based Puzzle Game', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412552, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Mystic Pillars - 5,69€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 569}]}]",windows,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie,2020-03-04,2,7,Positive,32,2,34,15,0,5.69,Holy Cow Productions,Holy Cow Productions
game,FUNGI,1197060,0,[],windows;mac,Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards,Massively Multiplayer;Strategy,2019-12-27,2,0,2 user reviews,2,0,2,99,0,0.0,Nonline Studios,Nonline Studios
game,Red Mercenary,1197100,0,"[{'name': 'default', 'title': 'Buy Red Mercenary', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412582, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Red Mercenary - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Remote Play Together,Action;Adventure;Indie,2020-02-10,1,0,6 user reviews,4,2,6,7,0,9.99,Nicolas Zurek,Nicolas Zurek
game,Advancity,1197110,0,"[{'name': 'default', 'title': 'Buy Advancity', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412585, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Advancity - 12,49€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1249}]}]",windows,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Casual;Indie;Simulation;Strategy,2020-04-22,5,0,5 user reviews,1,4,5,14,0,12.49,Tbjbu2,Tbjbu2
game,Em-A-Li,1197150,0,"[{'name': 'default', 'title': 'Buy Em-A-Li', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412598, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Em-A-Li - 1,59€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 159}]}]",windows,Single-player,Casual;Indie,2020-01-02,1,0,6 user reviews,5,1,6,0,0,1.59,Yobob,Y.B.
game,HentaiTeachers,1197210,0,"[{'name': 'default', 'title': 'Buy HentaiTeachers', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412619, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'HentaiTeachers - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player;Steam Achievements,Casual;Indie;Strategy,2020-01-11,4,0,4 user reviews,3,1,4,10,0,0.79,GAO,htaidisgust
game,Biba`s Adventures — Hardcore Platformer,1197230,0,"[{'name': 'default', 'title': 'Buy Biba`s Adventures — Hardcore Platformer', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412625, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Biba`s Adventures - 2,39€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 239}]}]",windows;mac;linux,Single-player;Multi-player;PvP;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Adventure;Indie,2020-01-30,9,0,9 user reviews,8,1,9,17,0,2.39,Volrest,Volrest Games
game,Dead territory,1197340,0,"[{'name': 'default', 'title': 'Buy Dead territory', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412661, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Dead territory - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Remote Play Together,Action;Adventure,2019-12-17,1,0,1 user reviews,0,1,1,0,0,3.99,Kedexa,Kedexa
game,Santa's Big Sack,1197350,0,"[{'name': 'default', 'title': ""Buy Santa's Big Sack"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412664, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""Santa's Big Sack - 3,99€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player,Adventure;Casual;Indie;RPG;Simulation,2019-12-20,11,7,Positive,11,0,11,0,0,3.99,Great Idea Games,Great Idea Games
game,The Santa Challenge,1197360,0,"[{'name': 'default', 'title': 'Buy The Santa Challenge', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412667, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Santa Challenge - 2,39€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 239}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,2019-12-22,1,0,1 user reviews,1,0,1,18,0,2.39,CCS,CCS
game,Suite 776,1197370,0,"[{'name': 'default', 'title': 'Buy Suite 776', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412670, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Suite 776 - 3,29€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 329}]}]",windows,Single-player;Steam Achievements,Action;Adventure;Indie,2019-12-06,1,8,Very Positive,228,22,250,11,0,3.29,Stanislaw Truchowski,TurnVex
game,Flashover MegaSector,1197380,0,"[{'name': 'default', 'title': 'Buy Flashover MegaSector', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412673, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Flashover MegaSector - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player,Action;Indie,2019-12-07,1,0,1 user reviews,1,0,1,0,0,0.79,Happy Frog Games,Happy Frog Games
game,Robot Island,1197390,0,"[{'name': 'default', 'title': 'Buy Robot Island', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412676, 'percent_savings_text': '-34% ', 'percent_savings': 0, 'option_text': 'Robot Island - <span class=""discount_original_price"">2,39€</span> 1,57€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 157}]}]",windows;mac,Single-player;Partial Controller Support,Indie,2020-06-16,19,7,Positive,19,0,19,6,34,2.39,New Beings,New Beings
game,Groove Runner,1197500,0,"[{'name': 'default', 'title': 'Buy Groove Runner', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412718, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Groove Runner - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player,Casual;Indie;Early Access,2019-12-09,1,0,1 user reviews,1,0,1,0,0,3.99,Milgamsoft,Milgamsoft
game,Hentai Match Fantasy Stories,1196750,0,"[{'name': 'default', 'title': 'Buy Hentai Match Fantasy Stories', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412369, 'percent_savings_text': '-50% ', 'percent_savings': 0, 'option_text': 'Hentai Match Fantasy Stories - <span class=""discount_original_price"">4,39€</span> 2,19€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 219}]}]",windows,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie;RPG,2019-12-18,7,0,7 user reviews,4,3,7,31,50,4.39,Ero Team Triangle,Ero Team Triangle
game,TaniNani,1196800,0,"[{'name': 'default', 'title': 'Buy TaniNani', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412430, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'TaniNani - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;mac;linux,Single-player;Steam Achievements;Full controller support,Indie,2020-01-23,14,7,Positive,14,0,14,21,0,3.99,WhyKev,WhyKev
game,Puzzle Tower,1196890,0,"[{'name': 'default', 'title': 'Buy Puzzle Tower', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412466, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Puzzle Tower - 1,59€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 159}]}]",windows,Single-player;Steam Achievements,Adventure;Indie;Strategy,2020-01-13,10,7,Positive,9,1,10,20,0,1.59,CRGames,CRGames
game,Particulate,1196940,0,"[{'name': 'default', 'title': 'Buy Particulate', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412486, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Particulate - 8,19€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}]",windows,Single-player,Casual;Simulation,2019-12-16,5,0,5 user reviews,5,0,5,0,0,8.19,Mike Turitzin,Mike Turitzin
game,Vile Matter,1196970,0,"[{'name': 'default', 'title': 'Buy Vile Matter', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412521, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Vile Matter - 2,39€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 239}]}]",windows,Single-player;Full controller support,Action;Adventure;Indie,2020-01-13,1,0,3 user reviews,3,0,3,8,0,2.39,Decoy Software,Decoy Software
game,Draft Day Sports: Pro Basketball 2020,1196260,0,"[{'name': 'default', 'title': 'Buy Draft Day Sports: Pro Basketball 2020', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412181, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Draft Day Sports: Pro Basketball 2020 - 16,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1679}]}]",windows,Single-player,Indie;Simulation;Sports;Strategy,2019-11-29,6,0,6 user reviews,2,4,6,0,0,16.79,Wolverine Studios,Wolverine Studios
game,Pussy Puzzle,1196280,0,"[{'name': 'default', 'title': 'Buy Pussy Puzzle', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412187, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Pussy Puzzle - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;mac;linux,Single-player;Steam Achievements,Casual;Indie,2020-06-09,3,0,3 user reviews,3,0,3,36,0,3.99,SpielmannSpiel;bison,SpielmannSpiel
game,ATROFIL: THE KEY,1196350,0,"[{'name': 'default', 'title': 'Buy ATROFIL: THE KEY', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412215, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'ATROFIL: THE KEY - 2,39€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 239}, {'packageid': 421642, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'ATROFIL: THE KEY - Commercial License - 12,49€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1249}]}]",windows;mac,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,2019-12-16,1,0,1 user reviews,0,1,1,8,0,2.39,MiL_Puzzle,MiL_Puzzle
game,Automaton,1196380,0,"[{'name': 'default', 'title': 'Buy Automaton', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412222, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Automaton - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player,Adventure;Indie,2020-08-03,3,0,3 user reviews,1,2,3,7,0,4.99,Cicle Interactive,Cicle Interactive
game,Fairy Godmother Stories: Cinderella Collector's Edition,1196390,0,"[{'name': 'default', 'title': ""Buy Fairy Godmother Stories: Cinderella Collector's Edition"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412225, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""Fairy Godmother Stories: Cinderella Collector's Edition - 8,19€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}]",windows,Single-player,Adventure;Casual,2019-11-22,5,0,5 user reviews,5,0,5,0,0,8.19,Domini Games,Big Fish Games
game,Mystery Case Files: Black Crown Collector's Edition,1196400,0,"[{'name': 'default', 'title': ""Buy Mystery Case Files: Black Crown Collector's Edition"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 412228, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""Mystery Case Files: Black Crown Collector's Edition - 8,19€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}]",windows,Single-player,Adventure;Casual,2019-11-27,20,7,Positive,20,5,25,0,0,8.19,Eipix Entertainment,Big Fish Games
